ENA_id	Dataset	Country	Amikacin	Capreomycin	Ciprofloxacin	Cycloserine	Ethambutol	Ethionamide	Isoniazid	Kanamycin	Linezolid	Moxifloxacin	Ofloxacin	PAS	Pyrazinamide	Rifabutin	Rifampicin	Streptomycin
SRR2100926	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100927	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100928	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100929	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100930	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100931	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100932	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100933	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100934	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100935	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100936	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100937	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100938	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100939	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100940	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100941	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100942	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100943	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100944	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100945	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100946	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100947	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100948	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100949	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100950	training	UK	S	S	S	U	R	U	R	S	U	S	S	U	U	U	R	U
SRR2100951	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100952	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100953	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100954	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100955	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100956	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100957	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100958	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100959	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100960	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100961	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100962	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100963	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100964	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100965	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100966	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100967	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100968	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100969	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100970	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100971	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100972	training	UK	S	S	U	U	S	U	S	S	U	S	S	U	U	U	S	U
SRR2100973	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100974	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100975	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100976	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100977	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100978	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100979	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100980	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100981	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100982	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100983	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100984	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100985	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100986	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100987	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100988	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100989	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100990	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100991	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100992	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100993	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100994	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100995	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100996	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100997	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100998	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2100999	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101000	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101001	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101002	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101003	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101004	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101005	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101006	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101007	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101008	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101009	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101010	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101011	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101012	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101013	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101014	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101015	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101016	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101017	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101018	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101019	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101020	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101021	training	UK	U	U	U	U	S	U	R	U	U	U	U	U	U	U	R	U
SRR2101022	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101023	training	UK	S	S	R	U	S	U	R	S	U	R	R	U	U	U	R	U
SRR2101024	training	UK	U	U	S	U	S	U	R	U	U	U	U	U	U	U	S	U
SRR2101025	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101026	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101027	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101028	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101029	training	UK	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U
SRR2101030	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101031	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101032	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101033	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101034	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101035	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101036	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101037	training	UK	U	U	S	U	R	U	S	U	U	U	U	U	U	U	S	U
SRR2101038	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101039	training	UK	U	U	R	U	U	U	S	U	U	U	U	U	U	U	S	U
SRR2101040	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101041	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101042	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101043	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101044	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101045	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101046	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101047	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101048	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101049	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101050	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101051	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101052	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101053	training	UK	U	U	S	U	U	U	R	U	U	U	U	U	U	U	R	U
SRR2101054	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101055	training	UK	S	S	S	U	R	U	R	R	U	S	S	U	U	U	R	U
SRR2101056	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101057	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101058	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101059	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101060	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101061	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101062	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101063	training	UK	S	U	U	U	S	U	R	U	U	U	U	U	U	U	U	U
SRR2101064	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101065	training	UK	U	U	U	U	S	U	R	U	U	U	U	U	U	U	S	S
SRR2101066	training	UK	U	U	U	U	U	U	S	U	U	U	U	U	U	U	U	U
SRR2101067	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101068	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101069	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101070	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101071	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101072	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101073	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101074	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101075	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101076	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101077	training	UK	U	U	U	U	S	U	R	U	U	U	U	U	U	U	S	R
SRR2101078	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101079	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101080	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101081	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101082	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101083	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	R
SRR2101084	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101085	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101086	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	S
SRR2101087	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101088	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101089	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101090	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101091	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101092	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101093	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101094	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101095	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101096	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101097	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101098	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101099	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101100	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101101	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101102	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101103	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101104	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101105	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101106	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101107	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101108	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101109	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101110	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101111	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101112	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101113	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101114	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101115	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101116	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101117	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101118	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101119	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101120	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101121	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101122	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101123	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101124	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101125	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101126	training	UK	U	U	S	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101127	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101128	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101129	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101130	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101131	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101132	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101133	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101134	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101135	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101136	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101137	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101138	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101139	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101140	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101141	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101142	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101143	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101144	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101145	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101146	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101147	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101148	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101149	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101150	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101151	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101152	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101153	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101154	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101155	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101156	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101157	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101158	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101159	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101160	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101161	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101162	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101163	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101164	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101165	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101166	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101167	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101168	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101169	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101170	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101171	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101172	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101173	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101174	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101175	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101176	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101177	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101178	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101179	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101180	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101181	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101182	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101183	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101184	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101185	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101186	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101187	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101188	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101189	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101190	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101191	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101192	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101193	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101194	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101195	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101196	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101197	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101198	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101199	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101200	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101201	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101202	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101203	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101204	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101205	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101206	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101207	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101208	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101209	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101210	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101211	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101212	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101213	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101214	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101215	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101216	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101217	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101218	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101219	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101220	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101221	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101222	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101223	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101224	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101225	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101226	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101227	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101228	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101229	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101230	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101231	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101232	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101233	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101234	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101235	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101236	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101237	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101238	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101239	training	UK	U	U	U	U	S	U	S	U	U	U	U	U	U	U	S	U
SRR2101240	training	UK	U	U	S	U	S	U	R	U	U	U	U	U	U	U	S	U
